s1_id,name,addr,country,pred_cid,cand_name,cand_addr,score,num_candidates,error_type
S1-157540178,astbhuja  india  technology private limited,iscon house  b h rembrandt building  nr  k  p  hostel  opp  associated petrol pump  off c  g  road  ahmadabad city  ahmedabad  gujarat,India,S3-647739207,vd technology private ltd,iscon house  opp associated petrol pump near rembrandt building  off c g  road  ahmedabad  gj,0.5597,54,approx_name_match
S1-157576137,seven producer private limited,f 1  201 barra  8  kanpur nagar  barra  kanpur nagar  uttar pradesh,India,S2-778786783,seven producer private limited,block a 540 kh  no 254 opposite surya  bar  petesur pithesur  nagpur rural,0.85,8,same_name_different_addr
S1-158506336,jay products private limited,siddhivinayak developers 503 shivshakti sra co ophsg society cts 55 57 carter road no 7borivali east  opposite a  mumbai  mumbai city  maharashtra,India,S3-121477846,jay products private ltd,hno 127 block a ist floor  sec  5 rajender nagar  ghaziabad,0.7631,10,approx_name_match
S1-158964312,bengaluru it private limited,no m19 2th main 5th cross jp nagar 1st phase  bengaluru  bangalore  karnataka,India,S3-931050958,bengaluru it  limited,first floor  bangalore  bengaluru  ka,0.7521,29,approx_name_match
S1-159459305,rdv association private limited,4th floor  ten square  lullanagar  pune city  pune  maharashtra  office no 401,India,S3-987905996,shaili stl private limited,office no  504  5th floor  ten square  lullanagar  pune city  pune  mh,0.6205,71,approx_name_match
S1-159465892,innovative impex,11  industrial estate  ratlam  madhya pradesh,India,S2-73148308,innovative  impex,plot no  a 43 1  site no 4  industrial area  sahibabad,0.7941,12,approx_name_match
S1-160097780,silver care,seethammal road  alwarpet  madras 10   alwarpet  tamil nadu  chennai  no  10  madras 10,India,S2-882234977,silver care ltd,,0.7513,43,approx_name_match
S1-160283460,dear traders private limited,54 15 1 27  gf  j r enclave near balaeasu chruch  seethammadhara  visakhapatnam  vishakhapatnam  andhra pradesh,India,S3-736406335,dear infratech private limited services,54 15 1 34  gf  j r enclave near balaeasu chruch  seethammadhara  vizag  vishakhapatnam,0.6591,66,approx_name_match
S1-160705241,tirupati properties private limited,mahipalpur  delhi  flat no 102 g f  plot no 445 b  block k kh no 765  gali no 12  viswa appt  south west delhi,India,S2-203309570,tirupati  properties private limited,delhi  414 89  hemkunt chambers nehru place  delhi,0.8258,31,approx_name_match
S1-1619778,lakshmi builders limited,flat c 312 3rd floor  plot no gh 01  sector 1  noida  gautam buddha nagar  uttar pradesh,India,S2-191039347,lakshmi builders private limited,plot  71 c 310  sector 10  noida  uttar pradesh,0.7987,7,approx_name_match
S1-162043765,palm marketing private limited,no 13 4 5  bharathi nagar first floor  police quarters road  ganapathy  coimbatore  tamil nadu,India,S2-320771264,palm marketing  private limited,allawalpur  post khimsepur mohhamdabad,0.8334,22,approx_name_match
S1-163073580,shyam international school pvt ltd,indore  124 kanchan bagh  madhya pradesh,India,S2-780368757,shyam international  school,,0.7556,2,approx_name_match
S1-163932311,apex systems private limited,shop no  4  vashveen apartment  a wing  seven bunglows  j p road  versova  andhe  ri west  mumbai  mumbai city  maharashtra,India,S3-432019978,apex systems private limited,flt no 402 plt no 31  akola  mh,0.856,11,same_name_different_addr
S1-164015083,laxmi constructions private limited,501 3b  flat no b 906  the turf bt kawade road  nehaveli  pune city  pune  maharashtra,India,S3-655962795,laxmi constructions sweets private limited,501 5b  flat no b 906  the turf bt kawade road  nehaveli  pune city  pune,0.8696,11,approx_name_match
S1-164027437,sai ventures private limited,no 6  seethamma road alwarpet  chennai  tamil nadu,India,S2-100887868,sai ventures private limited,c o vasant baburao chavan at post babulgaon tal pandharpur dt solapur  pandharpur,0.85,29,same_name_different_addr
S1-164774483,new delhi health,shop no 115  1st floor  harsha comp lsc gazipur  new delhi  delhi,India,S2-27783831,new delhi health llp,shop no 12  1st floor  harsha comp lsc gazipur  new delhi  delhi,0.9443,5,approx_name_match
S1-164968332,ssp marketing pvt  ltd,41 495 1 dg villa valiyavila elipode road  elipode thirumala p o thiruvananthapuram  thiruvananthapuram  thiruvananthapuram  trivandrum  kerala,India,S2-798930178,ssp marketing pvt ltd,office no  1402  14th floor  mayuresh chamber  plot number 60  sector number 11  cbd belapur navi mumbai  thane,0.7855,56,approx_name_match
S1-165502168,sky properties private limited,620  shyamal iconic  shyamal cross road  132 ring road  ahmadabad city  ahmedabad  gujarat,India,S3-608990555,sky properties private limited,plot 215 5  manu panchal industrial estate  nr indiranagar opp amaraiwadi torrent power  amaraiwadi  ahmedbad  ahmedabad,0.796,8,same_name_different_addr
S1-166075393,classic hospitality private limited,bangalore  ground floor  dr narassimhaiah road bhel layout  pattanagere rajarajeshwari  nagar  no 418  bangalore  karnataka,India,S2-770952781,classic hospitality private limited,580 1  katha no  2923 2580 1  e block  sahakaranaga  bangalore north  karnataka,0.8096,47,same_name_different_addr
S1-166328677,adharshila shelters private limited,h no m70a g f  malviya nagar near by apj school  new delhi   delhi  south delhi  delhi,India,S3-823011052,adharshila shelters exports private,h no m81a g f  malviya nagar near by apj school  new delhi   delhi  south delhi  dl,0.8858,20,approx_name_match
S1-168361556,east infrastructure,kuriackal house  ward 24  door no 730 a  sra 100a  chevarambalam po  kozhikode  kozhikode  kerala,India,S2-755727073,east ifastrcunfe limited,b3 30 kuriackal house  ward 24  door no 730 a  sra 100a  chevarambalam po  kozhikode  kozhikode  kerala,0.704,19,approx_name_match
S1-169301799,galaxy food,darjeeling  c o jamil aktar  mallabari  naxalbari  west bengal,India,S2-191441929,galaxy food private limited,94 c o jamil aktar  mallabari  naxalbari  darjeeling  west bengal,0.8935,52,approx_name_match
S1-170049248,kochi industries,door no 126  3rd floor  dd milestone  s a road  kadavanthra jn   kochi  ernakulam  kerala,India,S2-698459621,kochi,door no 494 door no 39  2475 b1  lr towers sjrra 104  s janatha rd  palarivattom  kochi  keralam,0.75,7,approx_name_match
S1-170920150,chennai developers private limited,2a 2nd the varisite vist  16 17 vasu street  kilpauk  chennai  tamil nadu,India,S3-181816675,chennai developers private limited,no 80  1st floor  muthu nagar plaza  l b road  adyar  chennai  tn,0.856,7,same_name_different_addr
S1-171370049,amritvani solutions limited,office no 1  gr  floor 5 212  la laxmi nagar  new delhi  east delhi  delhi,India,S3-267672269,amritvani solutions overseas limited,offiec no   2  null  east delhi,0.7747,8,approx_name_match
S1-171711165,east impex private limited,salarganj  near pani tanki  bahraich  uttar pradesh,India,S2-832686214,east impex private limited,3 6 20  rajagopalapuram  vinnamala naidupeta  naidupeta,0.79,9,same_name_different_addr
S1-17257821,anilesh enterprises private limited,indiranagar  karnataka  bangalore  h no 79 1 domalur village,India,S2-591581438,anilesh developers private limited,h no 79 10 domalur village  indiranagar  bangalore,0.7756,37,approx_name_match
S1-172833277,sai group,b 3 3232 vasant kunj  new delhi  north delhi  delhi,India,S2-107426901,sai group,c o chetna devi  vip colony  near maya hospital  loharu road  jawahar nagar  satnali,0.85,21,same_name_different_addr
S1-173485676,dhenkanal chemicals private limited,plot no  5051 muktadeipur sasan  dhenkanal  orissa,India,S2-865112312,dhenkanal wine private l mited,plot no  5054 muktadeipur sasan  dhenkanal  odisha,0.6534,63,approx_name_match
S1-173630103,shree foundation,no 26  kns college  thirumenhalli village  bangalore  karnataka,India,S3-659946919,shree foundation,door no g 983 raghu kunj old arvind mahila college road kadamkuan  patna,0.8658,49,same_name_different_addr
S1-174038869,premier construction private limited,flat no 901  lotus  boulevard tower10 sec 100  noida  gautam buddha nagar  uttar pradesh,India,S3-231578888,public premier construction limited,912  lotus  boulevard tower10 sec 100  noida  gautam buddha nagar  up,0.7515,9,approx_name_match
S1-175698628,my investments private limited,delhi  s f prop no 665 6 kh  no  439 shahbad mohd pur  south delhi  flat no b 3  delhi,India,S3-491016912,my investments private limited,s 422 9 gk ii  delhi  south delhi,0.8725,13,same_name_different_addr
S1-175759225,hotel consultants private limited,pushpavilas arcade cmc 11 1011a  11 1011b  11 1011c  cherthala north part  cherathala p o  alapuzha  cherthala  alappuzha  kerala,India,S2-993437616,hotel consultants hardware private limited,pushpavilas arcade cmc 11 1013a  11 1011b  11 1011c  cherthala north part  cherathala p o  alapuzha  cherthala  kerala,0.8687,4,approx_name_match
S1-176491429,sanya trading private limited,s 10  janta store  bapu nagar  jaipur  rajasthan,India,S3-890153686,sanya trading private ltd,,0.7583,24,approx_name_match
S1-177349354,hitech constructions,1 palibharman  aring  goverdhan  mathura  uttar pradesh,India,S2-431925718,hitech  constructions,no 32 c o m s hiracharamalu bas  the pavillion  commercial  bangalore north,0.7852,5,approx_name_match
S1-17772869,bhanu   brothers pvt ltd,old no 10  seethammal colony 2nd cross street  alwarpet  chennai  no 2  tamil nadu  chennai,India,S2-736908982,bhanu   brothers exports pvt,no 13  old no 10  seethammal colony 2nd cross street  alwarpet  chennai  tamil nadu,0.8898,77,approx_name_match
S1-177789737,dernier ventures  india  private limited,sco   134  sector   46  gurgaon  haryana,India,S2-318875853,private dernier constructions  india  limited,07 sco   145  sector   46  gurgaon  haryana,0.6339,25,approx_name_match
S1-178378599,fortune investments private limited,c 84 sector b basant vihar  aliganj lucknow  lucknow  uttar pradesh,India,S3-283046833,fortune investments private limited,no 1 137  surya nagar extension  madurai,0.85,8,same_name_different_addr
S1-179116972,bright tech private limited,annapurna apartments  flat   2c  2nd floor 5h cornfield road  ballygunj  kolkata  kolkata  howrah  west bengal,India,S3-971766512,bright tech private ltd,malapuram  keralam  door no 13 161,0.7548,43,approx_name_match
S1-179648366,creative construction private limited,kolkata  4 fairlie place suite no 6066th floor  calcutta  west bengal,India,S2-86525930,creative construction private limited,h no 236 102  sidarth tower  opp  manohar mahal,0.8579,7,same_name_different_addr
S1-181681302,icc techno private limited,mumbai  maharashtra  mumbai  saki vihar road  plot 7 maruah estate,India,S3-889154474,icc techno group private ltd,plot 8  maruah estate  mumbai  mh,0.7709,38,approx_name_match
S1-181831672,revolve public school care,sf no  257 11g  site no 9  shri mahaganapathi avenue  coimbatore north  coimbatore  tamil nadu,India,S2-829684568,revolve public school care overseas llp,sf no  57 15g  site no 9  shri mahaganapathi avenue  coimbatore north  tamil nadu,0.8878,43,approx_name_match
S1-181865092,rim arcade llp,a 59  sri ganashakthi  kachohalli  magadi main road  bangalore north  bangalore  karnataka,India,S2-605636327,rim arcade limited,a 72  sri ganashakthi  kachohalli  magadi main road  bangalore north,0.9042,31,approx_name_match
S1-182927088,new ventures private limited,66  5  rangwala flats  opp ganeshgali nr mahade  ahmadabad city  ahmedabad  gujarat,India,S2-103471588,new ventures private limited,,0.79,37,same_name_different_addr
S1-183036941,shin brothers private limited,today homes ridge residency  tower   d flat   1003  sector   135  noida  gautam buddha nagar  uttar pradesh,India,S3-844545740,green private limited center,door no 356 o 508  today homes ridge residency  sector 135  gautam buddha nagar  noida  up,0.5377,24,approx_name_match
S1-183041879,consulting hassan services corporation,c o ramesh prasad  gp13419 gandhi nagar  gopalganj  bihar,India,S3-669637031,consulting hassan farmer corporation,h no 8 c o ramesh prasad  gp13419 gandhi nagar  gopalganj  br,0.8445,17,approx_name_match
S1-183275997,msr bus private limited,parganas north  kolkata  bengal eco intelligent park  techna  block em  plot no 3  sector v  salt lake  tower 1  west bengal,India,S2-453668493,msr  bioplantech private limited,no   59 dr  abani dutta road  p s  golabari  howrah  west bengal,0.5947,95,approx_name_match
S1-183959144,sun tech private limited,29 17  kendua main road  kolkata  kolkata  howrah  west bengal,India,S3-711691911,sun  tech private limited,s m complex no 8a  vellore,0.7589,26,approx_name_match
S1-183994158,perfect impex private limited,pune  hill view residency  s 112 nr sai sayaji nagar warje  fl no d 4  pune  maharashtra,India,S3-857859119,perfect impex private limited,c 1   13  tapdiya park  n   4  cidco  aurangabad  mh,0.856,8,same_name_different_addr
S1-184943226,unicorn   sons private limited,f 50  venus appt   13th floor r g thadani marg  worli sea face  mumbai  maharashtra,India,S2-556846583,mumbai information pvt limited,f 50 venus apartments 13th flr g thadani marg worli sea face  mumbai  maharashtra,0.578,21,approx_name_match
S1-184964985,ace marketing llp,a 35  bajaj nagar  jaipur  rajasthan,India,S2-817751785,ace marketing  ltd,,0.7515,13,approx_name_match
S1-185066940,white investment private limited,no  2924  third floor  14th cross  k r  road  banashankari ii stage  bengaluru  bangalore  karnataka,India,S3-343829968,white  investment private limited,door no 201 b wing geetanjali chs buenavista khernagar bldg no29b bandra  east   mumbai city  bombay,0.8223,21,approx_name_match
S1-185251088,apex technology private limited,403  monterossa premises  chs 90ft road ghatkopar e  mumbai  maharashtra,India,S3-510547574,apex technology private limited,anaisha elegance  fl 1  s no  17 pl 21  kondhwa kd  pune  mh,0.79,31,same_name_different_addr
S1-185801893,bright tech private limited,c o d no 3 150  muniappa layout  kurungai nagar  pollachi tamilnadu  coimbatore  tamil nadu,India,S3-637202954,bright tech trading private ltd,c o d no 3 159  muniappa layout  kurungai nagar  pollachi tamilnadu  coimbatore  tn,0.8379,18,approx_name_match
S1-189113505,kodoli satara build private limited,plot no   w 36  suvarna laghu udyog slu  behind shubhyan motors  post   kodoli  sat  ara  kodoli satara  satara  maharashtra,India,S2-325098868,kodoli  build group private limited center,plot no   w 45 6  suvarna laghu udyog slu  behind shubhyan motors  post   kodoli  sat  ara  kodoli satara  maharashtra,0.7856,84,approx_name_match
S1-19005796,pune services pvt ltd,pl 7 sn 39 1  michel so  bh  petrol pump dhanori  pune  maharashtra,India,S3-570284509,pune services  pvt ltd,pune  502  mh,0.8459,14,approx_name_match
S1-190201379,hotel builders private limited,house no 12  daswel  satana  nampur  nashik  maharashtra,India,S2-748749584,hotel builders private ltd,,0.7599,28,approx_name_match
S1-190324958,premier hospitality llp,b 531  f f kh no 222 gali no 6  pusta 2  sonia vihar  north east  delhi,India,S2-680799075,premier hospitality llp,b t vi 407 b ettivilayilkallumkadavu pathanapuram p o  kollam,0.8565,13,same_name_different_addr
S1-19091134,international energy private limited,b1 tower  3rd floor  golden enclave old airport road  bangalore  karnataka,India,S2-433423865,international energy private limited,karnataka  office no  201 1st floor  radiant karel building  bangalore south,0.8737,8,same_name_different_addr
S1-191122329,amplus brothers pvt  ltd,west bengal  north 24 parganas  bl b fl 5 h 1056  dakshindari road lp 28 22  24 pgs north,India,S2-191685107,amplus brothers ventures pvt,bl b fl d 5 h 1077  dakshindari road lp 28 22  24 pgs north  west bengal,0.8003,38,approx_name_match
S1-19131506,trippy   brothers corporation,apeejay house  130  apollo street  mumbai  maharashtra,India,S3-690488264,trippy   brothers enterprises  corporation,72 apeejay hose  130  mumbai  apollo street  mh,0.8016,53,approx_name_match
S1-191703612,expressions traders private limited,plot no n2 3  irc village  bhubaneswar  khordha  orissa,India,S3-541471354,expressions traders enterprises private ltd,plct no n2 10  irc village  bhubaneswar  khordha  orissa,0.8729,10,approx_name_match
S1-192304702,unique marketing private limited,brigade road  no 133  karnataka  bangalore,India,S3-423442122,unique marketing private limited,b3 1041  huda 2  panipat,0.85,5,same_name_different_addr
S1-192803180,aa telecommunicationsprivate ltd,bright towersiind floor college road  trichur  thrissur  kerala,India,S2-984893504,aa energies ltd,97 bright towersiind floor college road  trichur  kerala,0.5995,1,approx_name_match
S1-193053851,one power private limited,no 4 sarvanand sadan1st floor 5th road khar  west   mumbai  maharashtra,India,S3-614681244,one power private limited,8 68 jangalapeta kalva orvakal mandal  kurnool,0.79,18,same_name_different_addr
S1-193348808,lincoln educational society,door no 31 19a5  flat 106 fern icon  ambelipadam road  vyttila  ernakulam  kerala,India,S3-383396225,mr lincoln educational society ventures,vyttila  keralam  ernakulam  no 31 19a9,0.743,35,approx_name_match
S1-193477835,services inter fund pvt ltd,309  howrah  kolkata  west bengal  p  k  guha road  ground floor  kolkata,India,S2-456515081,services inter fund pvt ltd,keralam   19 200 b d  pandikkad road manjeri p o  malappuram  malappuram,0.805,1,same_name_different_addr
S1-193615519,pioneer energy pvt ltd,flat no 106 tower 4 rps savana sector 88  faridabad  haryana,India,S2-471851841,pioneer energy private ltd,door no 64 2 5 np  ambattur industrial estate sidco  ambattur,0.7517,23,approx_name_match
S1-193782784,koramangala bangalore technologies private limited,11  ist block  koramangala bangalore  bangalore  karnataka,India,S3-781948963,koramangala 7th block infratech private limited,no 80  koramangala 7th block  bangalore  ka,0.5347,15,approx_name_match
S1-194371016,jay logistics private limited,house no  1226 kamatghar  bhiwandi  thane  maharashtra,India,S3-367855606,jay logistics private limited,thane  mh  402  thane,0.8667,23,same_name_different_addr
S1-194724210,delhi laboratory private limited,16a  block ug  usha kiran building  naniwala bagh  commercial complex  near akash cinema  a  zadpur  delhi  north delhi  delhi,India,S2-426103676,delhi ventures private limited,block a 524 17a  block ug  usha kiran building  naniwala bagh  commercial complex  near akash cinema  a  zadpur  delhi  delhi,0.7711,62,approx_name_match
S1-194814795,hari investment private limited,mercantile building4th flr e block 9 12 lal bazar street  kolkata  howrah  west bengal,India,S2-168180893,hari investment,d 229  acharyya jagadish bose road  5th floor  room no  5a  crescent tower  kolkata  kolkata  west bengal,0.7523,17,approx_name_match
S1-194978566,jay producer private limited,kolhapur  1st floor kolhapur eng  association building  shivaji udyamnagar  maharashtra,India,S3-18321989,jay producer private limited,no   72 mudhagere village maddur taluk  mandya,0.85,21,same_name_different_addr
S1-195066638,niji learning pvt ltd,plot no  217  pimpalgaon mahadeo  ardhapur  nanded  maharashtra,India,S3-583495423,niji  learning industries pvt,no 222  ardhapur  nanded  mh,0.7426,35,approx_name_match
S1-195126603,ghaziabad media private limited,khasra no  1098  c block  gali no 2 vikas nagar  siddique nagar  ghaziabad  uttar pradesh,India,S2-330677267,ghaziabad media limited,h  no  158  ii a  ground floor panchkula chhapraula  g  b nagar  ghaziabad  uttar pradesh,0.7772,23,approx_name_match
S1-195131805,vellore solutions private limited,vellore  no 1 infantry road corporation main building cantonment opposite to bsnl office  tamil nadu  vellore,India,S3-393663198,vellore solutions  private limited,vellore  tn  no 28 61  vellore  ground floor  east main road  gandhi nagar,0.861,39,approx_name_match
S1-195218425,aditendra silk private limited,no 18 10  big street  bhuvanagiri  chidambaram  cuddalore  tamil nadu,India,S3-953701690,aditendra silk  limited,door no 18 21  chidambaram  cuddalore  tn,0.7999,44,approx_name_match
S1-195278794,indian foundation pvt ltd,office no  5  883  budhwar peth  pune  maharashtra,India,S2-65506261,indian foundation private limited,no  829 19  shrikrishna heights  gajaann co  op society  ganeshkhind  road  pune city  maharashtra,0.7725,15,approx_name_match
S1-195631100,mumbai housing private limited,34 b f block sitram bldg2nd floor palton road  mumbai  maharashtra,India,S3-477029117,mumbai housing private ltd,5a 57  mumbai  mh,0.7342,45,approx_name_match
S1-195661383,nagreeka consulting  india  llp,227 9 athghara rajarhat  purbasha appartment  kolkata  kolkata  howrah  west bengal,India,S2-615490440,nagreeka consulting group llp services,227 20 athghara rajarhat  purbasha appartment  kolkata  kolkata  west bengal,0.6895,21,approx_name_match
S1-196086237,ss products private limited,upadhyaypur  post suraimanpur tahsil bairia district ballia  uttar pradesh i  n  ballia  uttar pradesh,India,S3-441292967,ss products limited services,c o kamal kumar village sundiyava  bareilly  up,0.7162,14,approx_name_match
S1-196257812,east finance pvt ltd,block g  flat 103  jal vayu towers  new town  north 24 parganas  west bengal,India,S3-661598683,east finance ltd,atithi abasan g 2 c block 43 g t road post konnagar  hooghly  wb,0.7516,15,approx_name_match
S1-196406689,sainik farms milk public limited,84e  c 6 lane  sainik farms  new delhi  delhi,India,S3-72223699,sainik farms milk enterprises public limited,89e  c 6 lane  south delhi  sainik farms  dl,0.8013,75,approx_name_match
S1-197362248,hotel producer private limited,shyam viharrff 2 raghunathpur  kolkata  calcutta  west bengal,India,S3-5831441,hotel producer private limited,block e 172 c 27  elbee apartment salabatpura  surat,0.85,21,same_name_different_addr
S1-198194817,sigma  india  media limited,maharashtra  satara  preet pratik ayodhya nagari colony agashivnagar malakapur karad dist satara tal  karad,India,S2-247591818,sigma  india   media limited,h no 5th floor  paville house  off veer savarkar marg  mumbai  maharashtra,0.8418,15,approx_name_match
S1-198692352,alg college private limited,359  sector 28  g21 dlf  gurugram  gurgaon  haryana,India,S3-277197458,alg college industries private ltd,h no 32 361  sector 28  g21 dlf  gurgaon  gurugram,0.7998,32,approx_name_match
S1-19873540,kalla welfare society,kh no  75 237  ground floor nehru enclave  village alipur  delhi  north west  delhi,India,S2-617336339,kalla welfare society llp,d 99  nr estate  bicholi  hapsi by pass road  indore,0.773,16,approx_name_match
S1-198893552,piyush educational society,house no  1447 sector 11  panchkula  haryana,India,S3-460407525,piyush educational,house no 73  alwar,0.7896,68,approx_name_match
S1-198912411,new law chambers private limited,khurd auto nagar  p no  42 saheb nagar  hyderabad  telangana,India,S2-850106861,m s new law chambers ventures private limited,p no  d 55 saheb nagar  khurd auto nagar  hyderabad  telangana,0.8311,25,approx_name_match
S1-199291999,harur mansions private limited,dharmapuri  tamil nadu  harur  raslmptti villge  no 1 1027 1028 1029 old,India,S2-49026108,yash sales private  limited,d no 5 2  kombur village harur main road  harur tk   dharmapuri dt  tamil nadu,0.5376,72,approx_name_match
S1-19957498,heavy investments ltd,2 102 4  2nd floor  es complexnear sobhana theatre mejestic garden  balanagar  hyderabad  telangana,India,S2-868707972,heavy investments ltd,n a  c o ramesh kumar bangdel  pokhai jote  siliguri  darjiling,0.79,57,same_name_different_addr
S1-199752196,kohinoor square private limited,1 laxmi vihar  ranade rod shivaji park  dadar  mumbai  maharashtra,India,S2-101869486,kohinoor square public limited,h no 14 laxmi vihar  ranade rod shivaji park  dadar,0.7861,1,approx_name_match
S1-20012236,sai  india  services private limited,kolkata  4th floor  2a sarat bose road  kolkata  flat no 4c  howrah  west bengal,India,S3-152082925,sai  india  services industries private limited,flat no 6c  4th floor  2a sarat bose road  kolkata  kolkata  howrah  wb,0.8899,20,approx_name_match
S1-200414072,engineering traders limited,plot no  73  second floor  bhawani dham  phase  2  narela shankari  bhopal  madhya pradesh,India,S3-642742981,engineering traders private limited,no 82  second floor  bhawani dham  phase  2  narela shankari  bhopal  mp,0.8825,32,approx_name_match
S1-200640606,gardenia   brothers limited,gomtinagar lucknow  lucknow  uttar pradesh  d 1 122 vipul khand,India,S3-311804384,gardenia   brothers infratech limited,d 1 143 vipul khand  gomtinagar lucknow  lucknow,0.8464,11,approx_name_match
S1-200929202,raj developers pvt ltd,office no  41  v mall  ground floor  thakur complex  borivali east  kandivali east  mumbai  maharashtra,India,S2-846099710,raj developers limited,gala no  l 72  targalli  jarimari  kurla west  mumbai  maharashtra,0.7564,13,approx_name_match
S1-201666871,pune organisors private limited,eeshan  g 48 5  sector no 1 pcndta indrayani nagar  bhosari  pune  maharashtra,India,S2-775678418,pune organisors  private limited,no 105   a wing  alliance nisarg  s no  127 1 32  choudhari park  wakad  p  une  pune  maharashtra,0.857,22,approx_name_match
S1-202167277,rf nidhi llp,8 44 k  kerala  naos ark  1st floor  angamaly south po  angamaly  ernakulam,India,S2-981827642,rf impex llp,8 48 k  naos ark  1st floor  angamaly south po  angamaly  kerala,0.6795,69,approx_name_match
S1-205483106,ss constructions private limited,no  304  9th cross  kashi nagar  yelachenahalli  kanakapura road  bangalore  karnataka,India,S3-492893391,ss constructions private ltd,patna  p c  colony kankarbagh patna  phulwari sharif         f 104,0.7627,7,approx_name_match
S1-205731992,imagine vidyalaya,2  bangalore  1st floor  5th main  rms layout  p o road   sanjay nagar  bangalore  karnataka,India,S2-61921870,imagine manufacturing,no  118 7  1st floor  5th main  rms layout  p o road   sanjay nagar  bangalore,0.6078,24,approx_name_match
S1-20604279,sky engineering private limited,rajkot  anand nagar colony blockno 3 flat no h 129 anand nagar  gujarat  rajkot,India,S2-809888109,sky  engineering limited private garments,anand nagar colony blockno 3 flat no h 130 anand nagar  rajkot  gujarat,0.8737,39,approx_name_match
S1-206074433,universal food private limited,flat no 1102  11th floor  tower sun 6 migsun roof  ghaziabad  uttar pradesh,India,S3-285591287,universal food private limited,door no 96 c o radhika k  14 191  valayamparambu  edathara  po parli  palakkad,0.8558,66,same_name_different_addr
S1-206451447,chandranth gift private limited,e 46  kalachand para  garia  south 24 parganas  west bengal,India,S2-830641937,khandranth gift private,no 3 46 e 46  kalachand para  gfria  south 24 parganas  west bengal,0.7557,116,approx_name_match
S1-206623484,arham solutions llp,block5  harivillu apartments puppalaguda  manikonda  rajendranagar  hyderabad  flat   401  telangana  rangareddy,India,S3-277283486,arham pharmaceuticals llp,flat   408  block5  harivillu apartments puppalaguda  manikonda  rajendranagar  rangareddy  hyderabad  tg,0.7237,14,approx_name_match
S1-20672236,sai seva samiti,139  3rd floor  seksaria  chambers  nm road  fort  mumbai  maharashtra,India,S3-247816923,sai seva  samiti,door no 352  tc 14 750  observatory lane  vikas bhavan  thiruvananthapuram  trivandrum,0.7837,13,approx_name_match
S1-206978186,lakshmi foundation private limited,h no 850 65  vighnahar lambo  junnar  pune  maharashtra,India,S3-189737750,lakshmi foundation private limited,building no xxi  159  ernakulam  keralam  corrazone panadas  kalamassery,0.8588,32,same_name_different_addr
S1-207326169,prime impex private limited,kottayam  kerala  shree bhawan  elloothara  sh mount  p o nagampadam,India,S3-981787548,prime impex private limited,1 10 72 14 flat no 502  arnolds residency road no 2 chikoti gardens  secunderabad  hyderabad  tg,0.79,17,same_name_different_addr
S1-207538213,bangalore comtrade private limited,c 507  salarpuria sattva aspire chikkagubbi village  kannur  bangalore  karnataka,India,S3-122589028,bangalore comtrade  private limited,no c 18  4th  n  block dr  rajkumar road  rajajinagar  bangalore  bengaluru  ka,0.8497,67,approx_name_match
S1-207640804,raghavendra nursing home,mh 318  rao harnath marg kapashera  new delhi  south west delhi  delhi,India,S3-426646008,raghavendra nursing home private limited,mh 319  rao harnath marg kapashera  new delhi  south west delhi,0.9265,59,approx_name_match
S1-20875410,fortune surya agro,9th floor  c 904  s no  133 4a  casa feliz  wing c kadwasti  magarpatta  hadapsar  pune  maharashtra,India,S2-556500782,fortune surya agro enterprises corp,30th floor  c 904  s no  133 4a  casa feliz  wing c kadwasti  magarpatta  hadapsar  pune  maharashtra,0.8889,6,approx_name_match
S1-210516080,dream producer private limited,ram asre s o ram nihor yadav  village mahagipur  po pakhawaiya  mirzapur  uttar pradesh,India,S3-373108012,dream producer private limited,shanti deep  ambedkar path baily road  patna,0.85,12,same_name_different_addr
S1-210574814,global consulting private limited,r o 323  nibr corporate park  cts no 669 670  671 andheri kurla rd  opp vaishali hotel safed pool  kurla west mumbai  mumbai  maharashtra,India,S2-715636867,best produer  private limited,nibr corporate park cts no   669 670 671 andheri kurla road  opp vaishali hotel  safed pool  kurla west  mumbai  maharashtra,0.6466,36,approx_name_match
S1-211655552,ace construction private limited,5  gadodia market  khari baoli  delhi,India,S2-772858556,ace construction private limited,delhi  56  gr flat  kh no 494  pacnhsheel colony  new delhi,0.8,19,same_name_different_addr
S1-211886927,orient   sons pvt  ltd,shop no  138  new garin market gharaunda karnal  karnal  haryana,India,S3-170404965,m s orient   sons limited,door no 9 42 shop no  142  hr  new garin market gharaunda karnal  gharonda,0.5552,1,approx_name_match
S1-212959935,infovision laboratories  india  ltd,401 36 turner road ii 4th flr  nr  tava restaurant  bandra west  mumbai city  maharashtra,India,S3-932820037,infovision laboratories  india  ventures  ltd,a 410 36 turner road ii 4th flr  mumbai city  bandra west  mh,0.818,47,approx_name_match
S1-213987716,bright exports private limited,adajan  a 202  surat  shilalekh  opp green arcade l p savani road  gujarat,India,S3-993686037,bright exports  private limited,,0.8334,32,approx_name_match
S1-215702717,andheri mumbai shakti private limited,sagar heights sagar tech plazaandheri kurla rd sakinaka junction opp hotel sudershan  andheri mumbai  mumbai  maharashtra,India,S2-105741854,andheri mumbai shakti enterprises private limited,h no 90 sagar heights sagar tech plazaandheri kurla rd sakinaka junction opp hotel sudershan  andheri mumbai,0.9097,7,approx_name_match
